Instance existence checking:
Instance with DB_ID "1385639" is used but not in table DatabaseObject!
Instance with DB_ID "1400788" is used but not in table DatabaseObject!
Instance with DB_ID "1400785" is used but not in table DatabaseObject!
Instance with DB_ID "1400784" is used but not in table DatabaseObject!
Instance with DB_ID "1400787" is used but not in table DatabaseObject!

UNLISTED	event	species

ATTRIBUTE_REMOVED	attClass	attDbId	attName	attribute	class	dbId	name
ATTRIBUTE_REMOVED	Reaction	1121646	Nicotinamide-nucleotide amidase	precedingEvent	Reaction	1119766	Nicotinate-nucleotide adenylyltransferase
ATTRIBUTE_REMOVED	Reaction	1120353	Nicotinate phosphoribosyltransferase	precedingEvent	Reaction	1119766	Nicotinate-nucleotide adenylyltransferase
ATTRIBUTE_REMOVED	Reaction	1120353	Nicotinate phosphoribosyltransferase	precedingEvent	Reaction	1119766	Nicotinate-nucleotide adenylyltransferase
ATTRIBUTE_REMOVED	Reaction	1120055	Adenylylsulfate reductase	precedingEvent	Reaction	1119748	sulfate+ATP->diphosphate+adenosine 5'-phosphosulfate
ATTRIBUTE_REMOVED	Reaction	1121242	sucrose+H2O->D-fructose+alpha-D-glucose	precedingEvent	Reaction	1119802	alpha-D-glucose + ATP => alpha-D-glucose 6-phosphate + ADP [cytosol]
ATTRIBUTE_REMOVED	Reaction	1121285	Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) (phosphorylating)	precedingEvent	Reaction	1119869	D-glyceraldehyde 3-phosphate <=> dihydroxyacetone phosphate [cytosol]
ATTRIBUTE_REMOVED	Reaction	1121381	Thymidylate synthase	precedingEvent	Reaction	1120019	dihydrofolate reductase
ATTRIBUTE_REMOVED	Reaction	1121381	Thymidylate synthase	precedingEvent	Reaction	1120019	dihydrofolate reductase
ATTRIBUTE_REMOVED	Reaction	1120695	Phosphoketolase	precedingEvent	Reaction	1120053	D-glyceraldehyde 3-phosphate + NAD+ + orthophosphate <=> 1,3-bisphospho-D-glycerate + NADH + H+ [cytosol]
ATTRIBUTE_REMOVED	Reaction	1121082	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate+H2O+a protein disulfide->2-C-methyl-D-erythritol-2,4-cyclodiphosphate+a protein dithiol	precedingEvent	Reaction	1120070	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate+NAD(P)H+H+->dimethylallyl-PP+NAD(P)++H2O
ATTRIBUTE_REMOVED	Reaction	1121001	carbamoyl-phosphate synthetase I	precedingEvent	Reaction	1120119	ornithine carbamoyltransferase
ATTRIBUTE_REMOVED	Reaction	1121289	UDP-glucose--hexose-1-phosphate uridylyltransferase	precedingEvent	Reaction	1120124	UDP-glucose 4-epimerase
ATTRIBUTE_REMOVED	Reaction	1120933	Glutamate dehydrogenase (NAD(P)+)	precedingEvent	Reaction	1120144	glutamate 5-kinase
ATTRIBUTE_REMOVED	Reaction	1121116	Quinate dehydrogenase (pyrroloquinoline-quinone)	precedingEvent	Reaction	1120129	3-dehydroquinate dehydratase
ATTRIBUTE_REMOVED	Reaction	1121022	4-coumarate--CoA ligase	precedingEvent	Reaction	1120189	4-coumaroyl-CoA+coumaroyl-CoA+NADPH->coumaraldehyde+NADP++coenzyme A
ATTRIBUTE_REMOVED	Reaction	1121230	Glycerophosphodiester phosphodiesterase	precedingEvent	Reaction	1120169	Glycerol-3-phosphate dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1121315	Glycolate dehydrogenase	precedingEvent	Reaction	1120212	Tartronate-semialdehyde synthase
ATTRIBUTE_REMOVED	Reaction	1121399	Glutathione dehydrogenase (ascorbate)	precedingEvent	Reaction	1120206	Glutathione-disulfide reductase
ATTRIBUTE_REMOVED	Reaction	1120400	5-methyltetrahydrofolate--homocysteine S-methyltransferase	precedingEvent	Reaction	1120232	Formate--tetrahydrofolate ligase
ATTRIBUTE_REMOVED	Reaction	1119722	Trimethylsulfonium--tetrahydrofolate N-methyltransferase	precedingEvent	Reaction	1120232	Formate--tetrahydrofolate ligase
ATTRIBUTE_REMOVED	Reaction	1120400	5-methyltetrahydrofolate--homocysteine S-methyltransferase	precedingEvent	Reaction	1120232	Formate--tetrahydrofolate ligase
ATTRIBUTE_REMOVED	Reaction	1119858	Formyltetrahydrofolate deformylase	precedingEvent	Reaction	1120232	Formate--tetrahydrofolate ligase
ATTRIBUTE_REMOVED	Reaction	1120978	an oxidized ferroprotein (Fe III)+a ubiquinol->a reduced ferroprotein (Fe II)+a ubiquinone	precedingEvent	Reaction	1120286	succinate + ubiquinone => fumarate + ubiquinol
ATTRIBUTE_REMOVED	Reaction	1120062	Ubiquinol--cytochrome c reductase	precedingEvent	Reaction	1120286	succinate + ubiquinone => fumarate + ubiquinol
ATTRIBUTE_REMOVED	Reaction	1120497	nitrile hydratase	precedingEvent	Reaction	1120306	indole acetamide hydrolase/amidase
ATTRIBUTE_REMOVED	Reaction	1119855	PROLINE-MULTI	precedingEvent	Reaction	1120302	ornithine aminotransferase
ATTRIBUTE_REMOVED	Reaction	1120533	Hypoxanthine phosphoribosyltransferase	precedingEvent	Reaction	1120328	IMP dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1121347	IMP cyclohydrolase	precedingEvent	Reaction	1120328	IMP dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1121347	IMP cyclohydrolase	precedingEvent	Reaction	1120328	IMP dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1121130	AMP deaminase	precedingEvent	Reaction	1120328	IMP dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1121130	AMP deaminase	precedingEvent	Reaction	1120328	IMP dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1121260	Inosine kinase	precedingEvent	Reaction	1120328	IMP dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1120946	tetrahydrodipicolinate+L-glutamate+H2O->L,L-diaminopimelate+alpha-ketoglutarate	precedingEvent	Reaction	1120389	diaminopimelate epimerase
ATTRIBUTE_REMOVED	Reaction	1121583	5-formyltetrahydrofolate cyclo-ligase	precedingEvent	Reaction	1120397	methenyltetrahydrofolate cyclohydrolase
ATTRIBUTE_REMOVED	Reaction	1120916	Methylenetetrahydrofolate dehydrogenase (NADP+)	precedingEvent	Reaction	1120397	methenyltetrahydrofolate cyclohydrolase
ATTRIBUTE_REMOVED	Reaction	1120916	Methylenetetrahydrofolate dehydrogenase (NADP+)	precedingEvent	Reaction	1120397	methenyltetrahydrofolate cyclohydrolase
ATTRIBUTE_REMOVED	Reaction	1121568	Glycerate dehydrogenase	precedingEvent	Reaction	1120433	glycerate+ATP->3-phosphoglycerate+ADP
ATTRIBUTE_REMOVED	Reaction	1121553	glutamate synthase (NADPH)	precedingEvent	Reaction	1120434	Aspartate aminotransferase
ATTRIBUTE_REMOVED	Reaction	1120300	Protein-N(PI)-phosphohistidine-sugar phosphotransferase	precedingEvent	Reaction	1120505	D-fructose-6-phosphate + ATP => D-fructose 1,6-bisphosphate + ADP  [cytosol]
ATTRIBUTE_REMOVED	Reaction	1120216	Fructose-bisphosphatase	precedingEvent	Reaction	1120505	D-fructose-6-phosphate + ATP => D-fructose 1,6-bisphosphate + ADP  [cytosol]
ATTRIBUTE_REMOVED	Reaction	1119695	Fructokinase	precedingEvent	Reaction	1120505	D-fructose-6-phosphate + ATP => D-fructose 1,6-bisphosphate + ADP  [cytosol]
ATTRIBUTE_REMOVED	Reaction	1121536	pyruvate synthase	precedingEvent	Reaction	1120481	Acetyl-CoA C-acetyltransferase
ATTRIBUTE_REMOVED	Reaction	1119809	acetoacetyl-CoA+NADH->3-hydroxybutyryl-CoA+NAD+	precedingEvent	Reaction	1120481	Acetyl-CoA C-acetyltransferase
ATTRIBUTE_REMOVED	Reaction	1120368	Acetaldehyde dehydrogenase (acetylating)	precedingEvent	Reaction	1120481	Acetyl-CoA C-acetyltransferase
ATTRIBUTE_REMOVED	Reaction	1121515	Acetate CoA-transferase	precedingEvent	Reaction	1120481	Acetyl-CoA C-acetyltransferase
ATTRIBUTE_REMOVED	Reaction	1120568	Cystathionine beta-synthase	precedingEvent	Reaction	1120657	cystathionine beta-lyase
ATTRIBUTE_REMOVED	Reaction	1120553	O-acetyl-L-homoserine+L-cysteine->cystathionine+acetate	precedingEvent	Reaction	1120657	cystathionine beta-lyase
ATTRIBUTE_REMOVED	Reaction	1120553	O-acetyl-L-homoserine+L-cysteine->cystathionine+acetate	precedingEvent	Reaction	1120657	cystathionine beta-lyase
ATTRIBUTE_REMOVED	Reaction	1121211	O-succinylhomoserine (thiol)-lyase	precedingEvent	Reaction	1120657	cystathionine beta-lyase
ATTRIBUTE_REMOVED	Reaction	1120568	Cystathionine beta-synthase	precedingEvent	Reaction	1120657	cystathionine beta-lyase
ATTRIBUTE_REMOVED	Reaction	1121022	4-coumarate--CoA ligase	precedingEvent	Reaction	1120784	Naringenin-chalcone synthase
ATTRIBUTE_REMOVED	Reaction	1119731	Sulfite reductase (NADPH)	precedingEvent	Reaction	1120775	O-acetyl-L-homoserine+hydrogen sulfide->L-homocysteine+acetate
ATTRIBUTE_REMOVED	Reaction	1120034	Glyceraldehyde-3-phosphate dehydrogenase (NADP+)	precedingEvent	Reaction	1120820	3-phospho-D-glycerate <=> 2-phospho-D-glycerate [cytosol]
ATTRIBUTE_REMOVED	Reaction	1120180	nitrate reductase (NADH)	precedingEvent	Reaction	1120926	nitrite+a reduced ferredoxin->ammonia+H2O+an oxidized ferredoxin
ATTRIBUTE_REMOVED	Reaction	1120258	Hexokinase	precedingEvent	Reaction	1120975	Glucose-6-phosphate isomerase
ATTRIBUTE_REMOVED	Reaction	1120216	Fructose-bisphosphatase	precedingEvent	Reaction	1120975	Glucose-6-phosphate isomerase
ATTRIBUTE_REMOVED	Reaction	1120195	hypoxanthine+H2O->H++xanthine	precedingEvent	Reaction	1121055	Xanthine dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1120852	hypoxanthine+NAD++H2O->xanthine+NADH+H+	precedingEvent	Reaction	1121055	Xanthine dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1119668	xanthosine+H2O->D-ribose+xanthine	precedingEvent	Reaction	1121055	Xanthine dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1121551	Guanine deaminase	precedingEvent	Reaction	1121055	Xanthine dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1119801	Pyruvate,water dikinase	precedingEvent	Reaction	1121029	phosphoenolpyruvate + ADP => pyruvate + ATP [cytosol]
ATTRIBUTE_REMOVED	Reaction	1120486	geranyl-PP+H2O->(-)-alpha-terpineol+diphosphate	precedingEvent	Reaction	1121036	(-)-alpha-terpineol->1,8-cineole
ATTRIBUTE_REMOVED	Reaction	1119722	Trimethylsulfonium--tetrahydrofolate N-methyltransferase	precedingEvent	Reaction	1121174	Glycine hydroxymethyltransferase
ATTRIBUTE_REMOVED	Reaction	1120400	5-methyltetrahydrofolate--homocysteine S-methyltransferase	precedingEvent	Reaction	1121174	Glycine hydroxymethyltransferase
ATTRIBUTE_REMOVED	Reaction	1120242	Sarcosine oxidase	precedingEvent	Reaction	1121174	Glycine hydroxymethyltransferase
ATTRIBUTE_REMOVED	Reaction	1121407	Glycine aminotransferase	precedingEvent	Reaction	1121174	Glycine hydroxymethyltransferase
ATTRIBUTE_REMOVED	Reaction	1119858	Formyltetrahydrofolate deformylase	precedingEvent	Reaction	1121174	Glycine hydroxymethyltransferase
ATTRIBUTE_REMOVED	Reaction	1120400	5-methyltetrahydrofolate--homocysteine S-methyltransferase	precedingEvent	Reaction	1121174	Glycine hydroxymethyltransferase
ATTRIBUTE_REMOVED	Reaction	1119694	FADH2+acrylyl-CoA->FAD+propionyl-CoA	precedingEvent	Reaction	1121218	acrylyl-CoA+H2O->3-hydroxypropionyl-CoA
ATTRIBUTE_REMOVED	Reaction	1119933	Choline kinase	precedingEvent	Reaction	1121268	phosphoryl-choline+CTP->CDP-choline+diphosphate
ATTRIBUTE_REMOVED	Reaction	1121082	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate+H2O+a protein disulfide->2-C-methyl-D-erythritol-2,4-cyclodiphosphate+a protein dithiol	precedingEvent	Reaction	1121343	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate+NAD(P)H+H+->delta3-isopentenyl-PP+NAD(P)++H2O
ATTRIBUTE_REMOVED	Reaction	1119735	caffeoylshikimate+coenzyme A->caffeoyl-CoA+shikimate	precedingEvent	Reaction	1121498	caffeoyl-CoA+ S-adenosyl-L-methionine-> feruloyl-CoA + S-adenosyl-L-homocysteine
ATTRIBUTE_REMOVED	Reaction	1120091	caffeoylquinate+coenzyme A->caffeoyl-CoA+quinate	precedingEvent	Reaction	1121498	caffeoyl-CoA+ S-adenosyl-L-methionine-> feruloyl-CoA + S-adenosyl-L-homocysteine
ATTRIBUTE_REMOVED	Reaction	1121192	Phosphoribosylamine--glycine ligase	precedingEvent	Reaction	1121522	phosphoribosylglycinamide formyltransferase
ATTRIBUTE_REMOVED	Reaction	1121192	Phosphoribosylamine--glycine ligase	precedingEvent	Reaction	1121522	phosphoribosylglycinamide formyltransferase
ATTRIBUTE_REMOVED	Reaction	1120435	Homoisocitrate dehydrogenase	precedingEvent	Reaction	1121512	alpha-aminoadipate + alpha-ketoglutarate ---> alpha-ketoadipate + L-Glu
ATTRIBUTE_REMOVED	Reaction	1120982	Succinate dehydrogenase	precedingEvent	Reaction	1121548	fumarate + H2O <=> malate
ATTRIBUTE_REMOVED	Reaction	1120400	5-methyltetrahydrofolate--homocysteine S-methyltransferase	precedingEvent	Reaction	1121647	Methionine adenosyltransferase
ATTRIBUTE_REMOVED	Reaction	1121553	glutamate synthase (NADPH)	precedingEvent	Reaction	5654751	Aspartate aminotransferase 
ATTRIBUTE_REMOVED	ReferenceDatabase	1385639	null	referenceDatabase	DatabaseIdentifier	1398247	KNApSAcK:C00001179
ATTRIBUTE_REMOVED	ReferenceDatabase	1385639	null	referenceDatabase	DatabaseIdentifier	1398358	KNApSAcK:C00007617
ATTRIBUTE_REMOVED	ReferenceDatabase	1385639	null	referenceDatabase	DatabaseIdentifier	1398385	KNApSAcK:C00000219
ATTRIBUTE_REMOVED	ReferenceDatabase	1385639	null	referenceDatabase	DatabaseIdentifier	1398951	KNApSAcK:C00007519
ATTRIBUTE_REMOVED	ReferenceDatabase	1385639	null	referenceDatabase	DatabaseIdentifier	1398953	KNApSAcK:C00007518
ATTRIBUTE_REMOVED	ReferenceDatabase	1385639	null	referenceDatabase	DatabaseIdentifier	1399631	KNApSAcK:C00007476
ATTRIBUTE_REMOVED	Pathway	72766	Translation	inferredFrom	Pathway	2972871	Protein metabolism: translation
ATTRIBUTE_REMOVED	ReferenceDatabase	1385639	null	referenceDatabase	DatabaseIdentifier	1400336	KNApSAcK:C00000365
ATTRIBUTE_REMOVED	ReferenceDatabase	1385639	null	referenceDatabase	DatabaseIdentifier	1400463	KNApSAcK:C00007321
ATTRIBUTE_REMOVED	ReferenceDatabase	1385639	null	referenceDatabase	DatabaseIdentifier	1400611	KNApSAcK:C00000947
ATTRIBUTE_REMOVED	ReferenceDatabase	1385639	null	referenceDatabase	DatabaseIdentifier	1401031	KNApSAcK:C00007647
ATTRIBUTE_REMOVED	ReferenceDatabase	1385639	null	referenceDatabase	DatabaseIdentifier	1401337	KNApSAcK:C00007320
ATTRIBUTE_REMOVED	Reaction	1121694	2-oxoglutarate decarboxylase	precedingEvent	Reaction	4752561	succinate-semialdehyde-thiamine PPi+isochorismate->2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate+thiamine diphosphate+pyruvate
ATTRIBUTE_REMOVED	Reaction	1120946	tetrahydrodipicolinate+L-glutamate+H2O->L,L-diaminopimelate+alpha-ketoglutarate	precedingEvent	Reaction	5606486	diaminopimelate epimerase plastidic
ATTRIBUTE_REMOVED	Reaction	1120078	Transketolase	precedingEvent	Reaction	5149647	Ribose 5-phosphate epimerase
ATTRIBUTE_REMOVED	Reaction	1120078	Transketolase	precedingEvent	Reaction	5149647	Ribose 5-phosphate epimerase
ATTRIBUTE_REMOVED	Reaction	1120216	Fructose-bisphosphatase	precedingEvent	Reaction	5149642	Transketolase
ATTRIBUTE_REMOVED	Reaction	1120216	Fructose-bisphosphatase	precedingEvent	Reaction	5149642	Transketolase
ATTRIBUTE_REMOVED	Reaction	1119670	Transaldolase	precedingEvent	Reaction	5149642	Transketolase
ATTRIBUTE_REMOVED	Reaction	1121285	Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) (phosphorylating)	precedingEvent	Reaction	5149641	D-glyceraldehyde 3-phosphate <=> dihydroxyacetone phosphate
ATTRIBUTE_REMOVED	Reaction	1119817	dihydroxy-acetone-phosphate+D-erythrose-4-phosphate->D-sedoheptulose-1,7-bisphosphate	precedingEvent	Reaction	5149654	Sedoheptulose-bisphosphatase
ATTRIBUTE_REMOVED	Reaction	1119907	Transketolase	precedingEvent	Reaction	5149666	ribulose phosphate 3-epimerase
ATTRIBUTE_REMOVED	Reaction	1121314	Ribose 5-phosphate epimerase	precedingEvent	Reaction	5149666	ribulose phosphate 3-epimerase
ATTRIBUTE_REMOVED	Reaction	1120078	Transketolase	precedingEvent	Reaction	5149666	ribulose phosphate 3-epimerase
ATTRIBUTE_REMOVED	Reaction	1120576	Glycerone kinase	precedingEvent	Reaction	5149667	Fructose 1,6-bisphosphate <=> dihydroxyacetone phosphate + glyceraldehyde 3-phosphate
ATTRIBUTE_REMOVED	Reaction	1120156	Phosphoribulokinase	precedingEvent	Reaction	5149664	Ribulose-bisphosphate carboxylase
ATTRIBUTE_REMOVED	Reaction	1121313	Phosphopentomutase	precedingEvent	Reaction	5149665	Transketolase
ATTRIBUTE_REMOVED	Reaction	1121622	ribulose phosphate 3-epimerase	precedingEvent	Reaction	5149665	Transketolase
ATTRIBUTE_REMOVED	Reaction	1119670	Transaldolase	precedingEvent	Reaction	5149665	Transketolase
ATTRIBUTE_REMOVED	Reaction	1121622	ribulose phosphate 3-epimerase	precedingEvent	Reaction	5149665	Transketolase
ATTRIBUTE_REMOVED	Reaction	1121313	Phosphopentomutase	precedingEvent	Reaction	5149665	Transketolase
ATTRIBUTE_REMOVED	Reaction	1121314	Ribose 5-phosphate epimerase	precedingEvent	Reaction	5149665	Transketolase
ATTRIBUTE_REMOVED	Reaction	1120973	Sedoheptulose-bisphosphatase	precedingEvent	Reaction	5149665	Transketolase
ATTRIBUTE_REMOVED	Reaction	1121622	ribulose phosphate 3-epimerase	precedingEvent	Reaction	5149692	Phosphoribulokinase
ATTRIBUTE_REMOVED	Reaction	1121314	Ribose 5-phosphate epimerase	precedingEvent	Reaction	5149692	Phosphoribulokinase
ATTRIBUTE_REMOVED	Reaction	1120533	Hypoxanthine phosphoribosyltransferase	precedingEvent	Reaction	9025232	IMP dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1121347	IMP cyclohydrolase	precedingEvent	Reaction	9025232	IMP dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1121347	IMP cyclohydrolase	precedingEvent	Reaction	9025232	IMP dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1121130	AMP deaminase	precedingEvent	Reaction	9025232	IMP dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1121130	AMP deaminase	precedingEvent	Reaction	9025232	IMP dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1121260	Inosine kinase	precedingEvent	Reaction	9025232	IMP dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1120533	Hypoxanthine phosphoribosyltransferase	precedingEvent	Reaction	9025234	IMP dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1121347	IMP cyclohydrolase	precedingEvent	Reaction	9025234	IMP dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1121347	IMP cyclohydrolase	precedingEvent	Reaction	9025234	IMP dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1121130	AMP deaminase	precedingEvent	Reaction	9025234	IMP dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1121130	AMP deaminase	precedingEvent	Reaction	9025234	IMP dehydrogenase
ATTRIBUTE_REMOVED	Reaction	1121260	Inosine kinase	precedingEvent	Reaction	9025234	IMP dehydrogenase
ATTRIBUTE_REMOVED	DatabaseIdentifier	1400788	null	crossReference	ReferenceMolecule	1423499	2-aminoadipic acid [ChEBI:37024]
ATTRIBUTE_REMOVED	DatabaseIdentifier	1400787	null	crossReference	ReferenceMolecule	1423499	2-aminoadipic acid [ChEBI:37024]
ATTRIBUTE_REMOVED	DatabaseIdentifier	1400785	null	crossReference	ReferenceMolecule	1423499	2-aminoadipic acid [ChEBI:37024]
ATTRIBUTE_REMOVED	DatabaseIdentifier	1400784	null	crossReference	ReferenceMolecule	1423499	2-aminoadipic acid [ChEBI:37024]
ATTRIBUTE_REMOVED	Reaction	1119722	Trimethylsulfonium--tetrahydrofolate N-methyltransferase	precedingEvent	Reaction	2871176	Glycine hydroxymethyltransferase II
ATTRIBUTE_REMOVED	Reaction	1120400	5-methyltetrahydrofolate--homocysteine S-methyltransferase	precedingEvent	Reaction	2871176	Glycine hydroxymethyltransferase II
ATTRIBUTE_REMOVED	Reaction	1120242	Sarcosine oxidase	precedingEvent	Reaction	2871176	Glycine hydroxymethyltransferase II
ATTRIBUTE_REMOVED	Reaction	1121407	Glycine aminotransferase	precedingEvent	Reaction	2871176	Glycine hydroxymethyltransferase II
ATTRIBUTE_REMOVED	Reaction	1119858	Formyltetrahydrofolate deformylase	precedingEvent	Reaction	2871176	Glycine hydroxymethyltransferase II
ATTRIBUTE_REMOVED	Reaction	1120400	5-methyltetrahydrofolate--homocysteine S-methyltransferase	precedingEvent	Reaction	2871176	Glycine hydroxymethyltransferase II
ATTRIBUTE_REMOVED	Reaction	1121285	Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) (phosphorylating)	precedingEvent	Reaction	1168476	dihydroxyacetone phosphate <=> D-glyceraldehyde 3-phosphate [cytosol]
ATTRIBUTE_REMOVED	Reaction	1121242	sucrose+H2O->D-fructose+alpha-D-glucose	precedingEvent	Reaction	1168664	alpha-D-glucose + ATP => alpha-D-glucose 6-phosphate + ADP [plastid]
ATTRIBUTE_REMOVED	BlackBoxEvent	5654785	carlactone (plastid stroma) > carlactone (cytosol)	hasEvent	Pathway	5367729	Strigolactone biosynthesis
ATTRIBUTE_REMOVED	Reaction	1121553	glutamate synthase (NADPH)	precedingEvent	Reaction	5631999	Aspartate aminotransferase (plastidic)
ATTRIBUTE_REMOVED	Reaction	1121001	carbamoyl-phosphate synthetase I	precedingEvent	Reaction	5633269	ornithine carbamoyltransferase (L-ornithine to L-citrulline)
ATTRIBUTE_REMOVED	Reaction	1119855	PROLINE-MULTI	precedingEvent	Reaction	5633265	ornithine aminotransferase (L-glutamate-5-semialdehyde to L-ornithine)
ATTRIBUTE_REMOVED	Pathway	68962	Activation of the pre-replicative complex	inferredFrom	Pathway	1112959	DNA replication: activation of the pre-replicative complex
ATTRIBUTE_REMOVED	Pathway	68962	Activation of the pre-replicative complex	orthologousEvent	Pathway	1112959	DNA replication: activation of the pre-replicative complex
ATTRIBUTE_REMOVED	Pathway	1112941	Assembly of the pre-replicative complex	precedingEvent	Pathway	1112959	DNA replication: activation of the pre-replicative complex
ATTRIBUTE_REMOVED	Pathway	156842	Eukaryotic Translation Elongation	inferredFrom	Pathway	1112987	Translation elongation
ATTRIBUTE_REMOVED	Pathway	156842	Eukaryotic Translation Elongation	orthologousEvent	Pathway	1112987	Translation elongation
ATTRIBUTE_REMOVED	Pathway	1112980	Eukaryotic translation initiation	precedingEvent	Pathway	1112987	Translation elongation
ATTRIBUTE_REMOVED	Pathway	72695	Formation of the ternary complex, and subsequently, the 43S complex	inferredFrom	Pathway	1112990	Formation of the ternary complex, and subsequently, the 43S complex
ATTRIBUTE_REMOVED	Pathway	72695	Formation of the ternary complex, and subsequently, the 43S complex	orthologousEvent	Pathway	1112990	Formation of the ternary complex, and subsequently, the 43S complex
ATTRIBUTE_REMOVED	Pathway	72764	Eukaryotic Translation Termination	inferredFrom	Pathway	1112991	Translation termination
ATTRIBUTE_REMOVED	Pathway	72764	Eukaryotic Translation Termination	orthologousEvent	Pathway	1112991	Translation termination
ATTRIBUTE_REMOVED	Pathway	72662	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	inferredFrom	Pathway	1112963	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S
